1067,Michel Rausch de Traubenberg
1067,Mikhail S. Plyushchay
1068,Stefan Theisen
1068,Sergei M. Kuzenko
1069,Semyon Polshin
1070,V. P. Gusynin
1071,Renata Kallosh
1071,Andrei Linde
1072,Yonatan Zunger
1073,Li Jiang
1074,R. Caseiro
1074,J.-P. Francoise
1074,R. Sasaki
1075,Matthew D. E. Szyndel
1076,A. Dadda
1076,M. Caselle
1076,P.Provero
1076,M. Billo
1077,A. Sagnotti
1078,Agapitos Hatzinikitas
1080,B. Harms
1080,R. Casadio
1081,I.Yu. Tipunin
1081,A.M. Semikhatov
1081,M.A. Grigoriev
1082,Sergei Gukov
1082,Klaus Behrndt
1083,E. Kiritsis
1083,B. Pioline
1083,N.A. Obers
1084,Nathan Berkovits
1085,Ted Jacobson
1086,Giampiero Esposito
1087,R. Banerjee
1088,K. Shiokawa
1089,M.M. Sheikh-Jabbari
1090,Kharkov Karazins National
1090,O.B. Zaslavskii
1091,P.Baseilhac
1091,D. Reynaud
1092,Xavier Montes
1092,Takahiro Tanaka
1093,C. Bachas
1094,Mikhail S. Plyushchay
1095,Y. Bisabr
1095,H. Salehi
1096,Y. Bisabr
1096,H. Ghafarnejad
1096,H. Salehi
1097,Nuclear Physics
1097,J. Balog
1098,G.K.Savvidy
1099,A.A. Deriglazov
1100,Y. Brihaye
1100,M. Desoil
1101,Burt A. Ovrut
1101,Ron Donagi
1101,Tony Pantev
1101,Daniel Waldram
1102,Giorgio Calucci
1103,Nick Dorey
1103,S. Prem Kumar
1104,Bruce A. Campbell
1104,Kirk Kaminsky
1105,Yosuke Imamura
1106,Hermann Nicolai
1106,Jan Plefka
1107,Y.S. Myung
1107,H.W. Lee
1107,Gungwon Kang
1108,V.G. Bagrov
1108,D.M. Gitman
1108,A. Levin
1109,Hannover & HCEI
1109,Sergei V. Ketov
1109,Copenhagen & ITP
1110,J.J.M. Verbaarschot
1110,D. Toublan
1111,Seiji Terashima
1112,Paul J. Steinhardt
1112,Burt A. Ovrut
1112,Greg Huey
1113,Keiichi Akama
1114,N. Mohammedi
1115,Aharon Davidson
1115,Philip D. Mannheim
1116,N.A.Peskov
1116,V.Ch.Zhukovsky
1117,S. B. Afanasev
1118,Oleg Andreev
1119,Naresh Dadhich
1119,Sukanta Bose
1120,V.R. Khalilov
1120,Choon-Lin Ho
1121,Andrea Brignole
1122,Sachiko Ogushi
1122,Sergei D. Odintsov
1122,Shinichi Nojiri
1123,J. Kluson
1124,J. Jurkiewicz
1124,R. Loll
1124,J. Ambjorn
1125,D.V. Vassilevich
1125,W. Kummer
1126,U. Ellwanger
1127,Mohab Abou-Zeid
1128,C. Korff
1128,A. Fring
1129,M. Duetsch
1129,K. Fredenhagen
1130,M.R. Gaberdiel
1130,O. Bergman
1131,D. Klemm
1131,W. A. Sabra
1132,Ilka Brunner
1132,Volker Schomerus
1133,Jaemo Park
1133,Burt A. Ovrut
1133,Tony Pantev
1134,Carlos Castro
1135,Hiroyuki Hata
1135,Sanefumi Moriyama
1136,Brandon Carter
1137,S. M. Nishigaki
1137,T. Nagao
1138,A. Pickering
1138,P. C. West
1138,P. S. Howe
1138,E. Sokatchev
1138,B. U. Eden
1139,Paul Federbush
1140,Erick J. Weinberg
1140,Arthur Lue
1141,V. Schomerus
1141,A.Y. Alekseev
1141,T. Strobl
1142,I.L. Buchbinder
1143,Jeffrey A. Harvey
1143,Petr Horava
1143,Per Kraus
1144,Chong-Sun Chu
1145,Petr Horava
1145,Djordje Minic
1146,R. Pettorino
1146,G. A. Vilkovisky
1147,L.Y. Hu
1147,L.Z. Hu
1148,L.Z. Hu
1149,Wolfgang Kummer
1149,Igor Bandos
1150,Igor Bandos
1151,Marian Stanishkov
1151,Davide Fioravanti
1152,Amitabha Lahiri
1153,W. J. Zakrzewski
1153,P. Eslami
1153,M. Sarbishaei
1154,Christian Jaekel
1155,R. Heumann
1155,N. S. Manton
1156,Rudnei O. Ramos
1156,F. A. R. Navarro
1157,Michael Dine
1158,Ph. Ruelle
1158,T. Gannon
1158,A. Coste
1159,Mirjam Cvetic
1159,Klaus Behrndt
1160,S. Aoyama
1161,Naoki Sasakura
1162,Michael Thies
1162,Verena Schoen
1163,B. Muratori
1163,C. Nash
1163,C. Adam
1164,B. Muratori
1164,C. Nash
1164,C. Adam
1165,Evgeny Ivanov
1165,Galliano Valent
1166,Donam Youm
1167,M.M. Sheikh-Jabbari
1168,A.Mironov
1168,A.Morozov
1169,E. Sezgin
1169,P. Sundell
1169,A. Kaya
1169,P.S. Howe
1170,Yolanda Lozano
1170,Laurent Houart
1171,R. Shaisultanov
1171,W. Dittrich
1172,G. Feverati
1173,P. Bantay
1174,Andrea Quadri
1174,Marco Picariello
1175,T. Heinzl
1175,T. Tok
1175,F. Bruckmann
1175,A. Wipf
1176,G. Veneziano
1176,G. Pollifrone
1176,A. Ghosh
1177,Marika Taylor-Robinson
1178,Emery Sokatchev
1178,Sergio Ferrara
1179,H. J. W. Mueller-Kirsten
1179,Yunbo Zhang
1179,J.-Q. Liang
1179,R. Manvelyan
1180,N. Sanchez
1180,A.L. Larsen
1181,K.Zarembo
1181,M.Caselle
1181,M.Hasenbusch
1181,P.Provero
1182,Harald Grosse
1182,Thomas Krajewski
1182,Raimar Wulkenhaar
1183,I.Pappa
1183,E.Papantonopoulos
1184,Wifredo Garcia Fuertes
1184,Jose D. Edelstein
1184,Juan Mateos
1184,Javier Mas
1185,Clare Dunning
1185,Patrick Dorey
1185,Roberto Tateo
1186,S.L. Dubovsky
1187,Patricio Gaete
1188,E. Kanzieper
1188,G. Akemann
1189,Mark Stern
1189,Savdeep Sethi
1190,Gordon Chalmers
1191,Andre Wehner
1191,James T. Wheeler
1192,Sergei D. Odintsov
1192,Shinichi Nojiri
1192,Sergio Zerbini
1193,Miao Li
1194,M. Tsulaia
1194,E. E. Donets
1194,A. Pashnev
1194,J.J. Rosales
1195,M. Tsulaia
1195,C. Burdik
1195,A. Pashnev
1196,N. Mankoc Borstnik
1196,H. B.
1197,Nima Arkani-Hamed
1197,Nemanja Kaloper
1197,Savas Dimopoulos
1197,Raman Sundrum
1198,A.N. Schellekens
1199,S Stanciu
1199,JM Figueroa-OFarrill
1200,Jaume Gomis
1201,Washington Taylor
1202,D. J. Broadhurst
1202,D. Kreimer
1203,Julius Wess
1203,John Madore
1203,Stefan Schraml
1203,Peter Schupp
1204,Nadav Drukker
1204,Arkady Tseytlin
1204,David J. Gross
1205,Kenneth Intriligator
1206,Shamit Kachru
1206,Michael Schulz
1206,Eva Silverstein
1207,Giovanni Amelino-Camelia
1208,V. Braun
1208,P. Candelas
1208,X de la Ossa
1208,A. Grassi
1209,Hang Bae Kim
1210,Dmitrij V. Shirkov
1210,Vladimir F. Kovalev
1211,Y.S. Myung
1211,H.W. Lee
1212,Zurab Kakushadze
1213,Rong-Gen Cai
1213,Nobuyoshi Ohta
1214,Machiko Hatsuda
1214,Makoto Sakaguchi
1215,D. M. Belov
1215,I. Ya. Arefeva
1215,A. S.Koshelev
1216,P. West
1217,Christos Kokorelis
1218,Omer F. Dayi
1219,M. Chaichian
1219,W.F. Chen
1219,T. Kobayashi
1220,J.A.Lopez
1220,J.Stephany
1221,M. Gomes
1221,V. S. Alves
1221,A. J. da Silva
1221,S. L. V. Pinheiro
1222,N.J. MacKay
1222,J.M. Evans
1222,A.J. Mountain
1222,M. Hassan
2001,Sho Tanaka
2002,Sanjaye Ramgoolam
2002,Mihail Mihailescu
2003,Tatsuo Suzuki
2004,C. I. Lazaroiu
2005,L.Ya.Kobelev
2006,Mikhail S. Volkov
2007,G. Papadopoulos
2008,R.R.Metsaev
2009,Lee Smolin
2010,S.J. Gates
2010,C. Curto
2010,V. G. J. Rodgers
2011,Michael
2011,University of Cambridge
2011,Michael B. Green
2012,David R. Morrison
2012,Paul S. Aspinwall
2012,Sheldon Katz
2013,A.Yu. Petrov
2014,W.J.
2014,B.E. Stern
2014,V.B. Kopeliovich
2015,Regina Maria Ricotta
2015,Elso Drigo Filho
2016,Washington Taylor
2017,Ciprian Acatrinei
2018,E. Kazes
2019,Andrew Ferstl
2019,Bayram Tekin
2019,Victor Weir
2020,David Mateos
2021,Amir H. Fatollahi
2022,M. Blagojevic
2022,I. A. Nikolic
2023,V. Mathai
2023,P. Bouwknegt
2024,Sergei Klishevich
2025,A. C. Petkou
2025,L. Hoffmann
2025,W. Ruehl
2026,Nelson R. F. Braga
2026,Cresus F. L. Godinho
2027,M. J. Hopkins
2027,D. S. Freed
2028,Diana Vaman
2028,Horatiu Nastase
2029,Hitoshi Nishino
2030,P. Dawson
2031,D. S. Berman
2031,Maulik K. Parikh
2032,M. Langham
2033,CSIC
2033,Pedro F. Gonzalez-Diaz
2034,C. Bagnuls
2034,C. Bervillier
2035,B. Julia
2037,Michael R. Douglas
2037,Bartomeu Fiol
2037,Christian Romelsberger
2038,Haruhiko Terao
2038,Masashi Tomoyose
2038,Kaoru Takagi
2038,Ken-Ichi Aoki
2039,Christopher P. Herzog
2040,Martin Gremm
2041,S.A.Bulgadaev
2042,Pedro Silva
2042,Cesar Gomez
2042,Bert Janssen
2043,Sergei V. Shabanov
2044,Leonard Susskind
2044,Daniela Bigatti
2045,Marcus T. Grisaru
2045,S. James Gates
2045,Silvia Penati
2046,Shyamoli Chaudhuri
2046,Eric G. Novak
2047,Michael Dine
2048,N. Mankoc Borstnik
2048,H. B.
2049,T. A. Yousef
2049,I. Brevik
2050,J. Jurkiewicz
2050,J. Ambjorn
2051,E. Bagan
2051,M. Lavelle
2051,D. McMullan
2052,Marco Laucelli Meana
2052,Jesus Puente Pe~nalba
2053,Paul H. Frampton
2054,C.N. Pope
2054,M. Cvetic
2054,H. Lu
2055,J. R. S. Nascimento
2055,R. F. Ribeiro
2055,M. A. Anacleto
2056,C.N. Pope
2056,M. Cvetic
2056,A. Sadrzadeh
2056,H. Lu
2057,Mirjam Cvetic
2057,Klaus Behrndt
2058,Tom Weidig
2058,Oliver Schwindt
2058,Mark Hale
2059,S.A.Bulgadaev
2060,Yan-Gang Miao
2060,R. Manvelyan
2060,H.J.W. Mueller-Kirsten
2061,Ivo Sachs
2061,Neil D. Lambert
2062,S. A. Paston
2062,V. A. Franke
2062,E. V. Prokhvatilov
2063,C. Ekstrand
2064,A. A. Bytsenko
2064,I. Brevik
2065,A. Chenaghlou
2065,E. Corrigan
2066,D. Anselmi
2066,A. Zaffaroni
2066,L. Girardello
2066,M. Porrati
2067,W. Fischler
2067,Joaquim Gomis
2067,S. Paban
2067,A. Kashani-Poor
2067,E. Gorbatov
2068,James T. Wheeler
2069,Kazuo Hosomichi
2070,K.E. Kunze
2070,M.A. Vazquez-Mozo
2070,A. Feinstein
2071,Stefano Bellucci
2071,Anton Galajinsky
2072,Ruth Gregory
2072,Sergei M. Sibiryakov
2072,Valery A. Rubakov
2073,Petr Horava
2073,Michal Fabinger
2074,Yonatan Zunger
2075,Leonard Susskind
2075,Nicolaos Toumbas
2075,Alec Matusis
2076,Andrew Chamblin
2076,Csaba Csaki
2076,Timothy J. Hollowood
2076,Joshua Erlich
2077,Hitoshi Nishino
2077,Pablo Mora
2078,L. Dixon
2078,D.C. Dunbar
2078,Z. Bern
2078,M. Perelstein
2078,A.K. Grant
2079,R. Shaisultanov
2080,A.V.Bratchikov
2081,Beatriz Gato-Rivera
2082,M.A. Gonzalez Leon
2082,J. Mateos Guilarte
2082,A. Alonso Izquierdo
2083,Alexander A. Chernitskii
2084,M.A. Lledo
2084,S. Ferrara
2085,Freydoon Mansouri
2085,Robert L. Karp
2086,Nakwoo Kim
2087,S. P. de Alwis
2087,R. Brustein
2088,Riccardo Capovilla
2088,Guillermo Arreaga
2088,Jemal Guven
2089,K. Tanaka
2089,G. Cleaver
2090,Takayuki Hirayama
2090,Koji Hashimoto
2091,E. Katz
2091,S.B. Giddings
2091,L. Randall
2092,K. Sfetsos
2092,I. Bakas
2092,A. Brandhuber
2093,A. Bassetto
2093,F. Vian
2093,L. Griguolo
2094,G. Veneziano
2095,Michael Meyer-Hermann
2095,Ralf Schutzhold
2095,Ralf Kuhn
2095,Gunter Plunien
2096,Igor Kondrashuk
2097,Morten Krogh
2097,Ori J. Ganor
2097,Chang S. Chan
2098,J. Bjoraker
2098,Y. Hosotani
2099,H. Lu and C.N. Pope
2099,M. Cvetic
2100,Yuji Sugawara
2100,Tohru Eguchi
2101,Anton Alekseev
2101,Andrei Bytsko
2102,D.V. Nanopoulos
2102,F. Anselmo
2102,J. Ellis
2103,Raul Rabadan
2103,Mathias Klein
2104,Amit Giveon
2104,Assaf Shomer
2104,Riccardo Argurio
2105,C. D. Fosco
2105,I. J. R. Aitchison
2106,V. Rychkov
2106,A. Polyakov
2107,Jens Hoppe
2107,Jan Plefka
2108,O.Yu.Shvedov
2109,M. Calixto
2110,A.Tanzini
2110,D.Bellisai
2110,F.Fucito
2110,G.Travaglini
2111,Jorma Louko
2111,Simon F. Ross
2111,Donald Marolf
2112,Tristan Hubsch
2113,D. Bazeia
2113,V. Latora
2114,Alvaro de Souza Dutra
2114,Cesar
2115,Khaled Abdel-Khalek
2116,Leonardo Gualtieri
2117,Jeffrey A. Harvey
2117,Per Kraus
2118,Barak Kol
2118,Michael Kroyter
2119,Seiji Terashima
2120,A.D.Popov
2120,T.A.Ivanova
2121,Shamit Kachru
2121,Michael Schulz
2121,Eva Silverstein
2122,John Cardy
2122,G. Delfino
2123,A. Sedrakyan
2123,R. Poghossian
2123,D. Arnaudon
2123,P. Sorba
2124,Marc-Andre Lewis
2124,Yvan Saint-Aubin
2125,Marika Taylor-Robinson
2126,Vatche Sahakian
2127,Tamas Hauer
2127,Amer Iqbal
2127,Barton Zwiebach
2128,J.F. Vazquez-Poritz
2128,M. Cvetic
2128,H. Lu
2129,Frederik Roose
2130,C. Grojean
2131,Mark Stern
2131,Savdeep Sethi
2132,K.S. Viswanathan
2132,I.V. Volovich
2132,W. Mueck
2133,Yungui Gong
2134,Sergei V. Ketov
2134,Thomas Boettner
2134,Thomas Lau
2134,University of
2135,Stefan Theisen
2135,Sergei Kuzenko
2136,J. Zinn-Justin
2137,Paul Federbush
2138,Isao Kishimoto
2138,Tsuguhiko Asakawa
2139,B. Sathiapalan
2140,Itzhak Bars
2141,S. Ferrara
2142,S. Moghimi-Araghi
2142,S. Rouhani
2143,Neda Sadooghi
2143,Farhad Ardalan
2144,Y. Brihaye
2144,A. Chakrabarti
2144,D. H. Tchrakian
2145,Juan Maldacena
2145,Stephen Hawking
2145,Andrew Strominger
2146,Ralph Blumenhagen
2146,Lars Goerlich
2146,Boris Kors
2147,Donam Youm
2148,G. Vernizzi
2148,G. Akemann
2149,Massimo Bianchi & Jose F. Morales
2150,Alok Kumar
2151,Yongsung Yoon
2151,Hongsu Kim
2152,G.Arutyunov
2152,S.Frolov
2153,A. Patrascioiu
2153,E. Seiler
2154,A. C. Petkou
2154,L. Hoffmann
2154,W. Ruehl
2155,Khaled Abdel-Khalek
2156,Ph. Spindel
2156,K. Bautier
2156,F. Englert
2156,M. Rooman
2157,Troels Harmark
2157,Konstantin G. Savvidy
2158,J. Nishimura
2158,J. Ambjorn
2158,R.J. Szabo
2158,Y.M. Makeenko
2159,A.A. Tseytlin
2159,I.R. Klebanov
2160,Steven S. Gubser
2161,Csaba Csaki
2161,Timothy J. Hollowood
2161,Joshua Erlich
2162,Brandon Carter
2164,Stephane Lavignac
2164,Hans Peter Nilles
2164,Zygmunt Lalak
2164,Stefan Forste
2165,B.E. Baaquie
2165,L.C. Kwek
2166,Finn Larsen
2167,T. Pisar
2167,F. Gieres
2167,M. Schweda
2167,J. Grimstrup
2168,George Thompson
2169,Kota Yoshioka
2169,Toshiya Kawai
2170,G.Arutyunov
2170,S.Frolov
2171,J. M. Gracia-Bondia
2171,C. P. Martin
2172,A. Zaffaroni
2172,M. Petrini
2173,J.F. Gomes
2173,A.H. Zimerman
2173,G.M. Sotkov
2173,E. P. Gueuvoghlanian
2174,S.P. de Alwis
2175,Ori J. Ganor
2175,Govindan Rajesh
2175,Shoibal Chakravarty
2175,Keshav Dasgupta
2176,Soonkeon Nam
2176,Kasper Olsen
2177,Kumar S.Gupta
2177,Badis Ydri
2178,Qiong-gui Lin
2179,M.R. Setare
2179,A. Saharain
2180,Frederik Denef
2180,Jan Troost
2180,Alexander Sevrin
2181,Wellington da Cruz
2181,Rosevaldo de Oliveira
2182,Carlos A. P. Galvao
2182,Juan A. Mignaco
2183,M.A.Vasiliev
2184,Gautam Mandal
2185,C. Korff
2185,A. Fring
2186,Nathan Seiberg
2186,Mark Van Raamsdonk
2187,J.L.F. Barbon
2187,A. Pasquinucci
2188,Jorgen Rasmussen
2189,Parviz Haggi-Mani
2189,Bo Sundborg
2190,G. Dvali
2190,M. Porrati
2190,G. Gabadadze
2191,M. Bertolini
2191,M. Trigiante
2192,Krzysztof Pilch
2192,Nicholas P. Warner
2193,Dmitri Orlov
2193,Alexander Kuznetsov
2193,Anton Kapustin
2194,Seiji Terashima
2194,Yuji Okawa
2195,J. Frohlich
2195,B. Pedrini
2196,A. Bonanno
2196,M. Reuter
2197,S. Azakov
2197,H. Joos
2197,A. Wipf
2198,M. Alishahiha
2199,S. Ferrara
2199,G. DallAgata
2199,R. DAuria
2199,A. Ceresole
2200,K.A. Bronnikov
2200,V.N. Melnikov
2201,O.W. Greenberg
2202,Justin R. David
2203,Hidenori Sonoda
2204,E. Ivanov
2205,A. Belhaj
2205,E.H.Saidi
2206,Robin Horan
2206,Martin Lavelle
2206,David McMullan
2207,N. Regnault
2207,D. Bernard
2208,K.D. Rothe
2208,A.A. Actor
2209,Andrey Yu. Dubin
2210,L. Bonora
2210,M. Schnabl
2210,A. Tomasiello
2211,Nathan Berkovits
2211,Ashoke Sen
2211,Barton Zwiebach
2212,H. Garcia-Compean
2212,F.J. Turrubiates
2212,J.F. Plebanski
2212,M. Przanowski
2213,Chaiho Rim
2213,P. Baseilhac
2213,Changrim Ahn
2213,V. A. Fateev
2213,Chanju Kim
2214,Andrea Gregori
2215,Helen A. Bridgman
2215,David Wands
2216,Martin Cederwall
2217,M. C. B. Abdalla
2217,A. L. Gadelha
2217,I. V. Vancea
2218,G.M.T. Watts
2219,J.L. Miramontes
2219,O.A. Castro Alvaredo
2220,Jennie Traschen
2220,Hyunji Cho
2220,David Kastor
2221,J. M. F. Labastida
2222,Cumrun Vafa
2222,Kentaro Hori
2223,Oren Bergman
2223,Piljin Yi
2223,Kentaro Hori
2224,B.B.Deo
2225,D. Fioravanti
2225,G. Mussardo
2225,P. Simon
2226,Daniel Z. Freedman
2226,Oliver DeWolfe
2227,Sayipjamal Dulat
2227,Katrin Wendland
2228,Murat Gunaydin
2228,Marco Zagermann
2229,A. Stern
2229,A. Pinzul
2230,Sergey N. Solodukhin
2230,Kostas Skenderis
2230,Sebastian de Haro
2231,Haruhiko Terao
2231,Wataru Souma
2231,Jun-Ichi Sumi
2231,Ken-Ichi Aoki
2231,Keiichi
2232,S. Galice
2232,P. Grange
2232,P. Baseilhac
2232,M. Rausch de Traubenberg
2233,C. Duval
2233,P. A. Horvathy
2234,T. Pisar
2234,J. Rant
2234,H. Zerrouki
2235,D. S. Berman
2236,E.F. Moreno
2236,F.A. Schaposnik
2237,Washington Taylor
2237,Nicolas Moeller
2238,C. Ekstrand
2239,A. A. Saharian
2240,Maximilian Kreuzer
2240,Harald Skarke
2241,S. Deser
2241,D. Seminara
2242,J. Gutowski
2242,G. Papadopoulos
2243,Mark Windoloski
2244,Laur Jarv
2244,Clifford V. Johnson
2245,Friedemann Brandt
2245,Marc Henneaux
2245,Glenn Barnich
2246,Harald Skarke
2247,S. L. Lyakhovich
2247,A. A. Sharapov
2247,K. M. Shekhter
2248,G.A. Kozlov
2249,Dario Martelli
2250,N.A. Obers
2250,T. Harmark
2251,Daniel Lee
2251,Dean Lee
2251,Nathan Salwen
2252,M. A. Lledo
2253,Sayipjamal Dulat
2254,C. Bagnuls
2254,C. Bervillier
2255,Davide Fabbri
2256,Salvatore Mignemi
2256,Mariano Cadoni
2258,Massimo Materassi
2259,P. Jizba
2259,E. s. Tututi
3001,H. Mohseni Sadjadi
3001,M. Alimohammadi
3002,Cesar Gomez
3002,Pedro J. Silva
3002,Bert Janssen
3003,Kurt Lechner
3004,Gerard t Hooft
3005,Gerard t Hooft
3006,Alain Connes
3007,Chong-Sun Chu
3008,A. Flachi
3008,D. J. Toms
3009,S. M. Nishigaki
3009,T. Nagao
3010,A Shirzad
3010,F Loran
3011,A. Waldron
3011,S. Deser
3011,V. Pascalutsa
3012,Pei-Ming Ho
3013,Masayoshi Yamamoto
3013,Yorinori Saito
3013,Takeo Inami
3014,Huner Fanchiotti
3014,Luis N. Epele
3014,Carlos A.
3014,Horacio E. Camblong
3015,J.M. Speight
3016,Thomas Hertog
3016,Neil Turok
3016,S.W. Hawking
3017,A. C. Petkou
3017,R. Manvelyan
3018,Robert Oeckl
3019,Hugo Garcia-Compean
3019,Oscar Loaiza-Brito
3020,Csaba Csaki
3020,Timothy J. Hollowood
3020,Joshua Erlich
3021,Emili Bagan
3021,Martin Lavelle
3021,David McMullan
3022,A. Lerda
3022,P. Strigazzi
3022,M. Frau
3022,L. Gallot
3023,A. Santambrogio
3023,M. Derix
3023,C. Herdeiro
3023,L. Andrianopoli
3023,G.W. Gibbons
3024,Ralph Blumenhagen
3024,Lars Goerlich
3024,Dieter Lust
3024,Boris Kors
3025,Amihay Hanany
3025,Barak Kol
3026,S. Penati
3026,A. Santambrogio
3026,D. Zanon
3027,G. Bandelloni
3027,S. Lazzarini
3028,D.G.G. Sasaki S.P.Sorella V.E.R.Lemes
3029,Horst G. Kausch
3030,Martin Schaden
3031,R. Tatar
3031,R. de Mello Koch
3031,A. Jevicki
3031,M. Mihailescu
3032,Jacob Sonnenschein
3033,Eduardo Eyras
3033,Sudhakar Panda
3034,Anton Dzhamay
3035,Jorgen Rasmussen
3036,Igor Pesando
3037,C. Bachas
3037,M. Douglas
3037,C. Schweigert
3038,G.Arutyunov
3038,S.Frolov
3039,A.Sissakian
3039,J.Manjavidze
3040,Hyunsoo Min
3040,O-Kab Kwon
3040,Choonkyu Lee
3041,W. A. Sabra
3041,A. H. Chamseddine
3042,David A. Lowe
3043,Dmitri Antonov
3044,R. Marotta
3044,F. Pezzella
3045,Ruth Gregory
3045,Sergei M. Sibiryakov
3045,Valery A. Rubakov
3046,Gregory J. Galloway
3046,Mingliang Cai
3047,Xiang-Mao Ding
3047,Pei Wang
3048,L.M. Baker
3048,D.B. Fairlie
3049,Andrea Pelissetto
3049,Michele Caselle
3049,Ettore
3049,Martin Hasenbusch
3050,Adi Armoni
3050,Carlo Angelantonj
3051,Emery Sokatchev
3051,Sergio Ferrara
3052,S.W. Hawking
3052,H.S. Reall
3052,T. Hertog
3053,Shunya Mizoguchi
3054,G. Dvali
3054,M. Porrati
3054,G. Gabadadze
3055,K. Zarembo
3055,J.K. Erickson
3055,G.W. Semenoff
3056,Lee Smolin
3057,Jacek Pawe{l}czyk
3058,Jacob D. Bekenstein
3059,R. Peschanski
3059,R.A. Janik
3060,N. Alonso-Alberca
3060,P. Meessen
3061,Philippos
3061,Roy Maartens
3061,Naresh Dadhich
3062,M. Pernici
3062,M. Raciti
3063,C.A.R.Herdeiro
3064,V. A. Kazakov
3065,V. A. Kazakov
3066,Tetsuya Shiromizu
3066,Hisa-aki Shinkai
3067,Markus A. Luty
3067,Eduardo Ponton
3067,Jiunn-Wei Chen
3068,Stefan Theisen
3068,Debashis Ghoshal
3068,Stefan Forste
3069,H. Itoyama
3069,Y. Arakane
3070,Claus Zahlten
3070,Haru-Tada Sato
3070,Michael G. Schmidt
3071,N. Alonso-Alberca
3071,T. Ortin
3071,P.Meessen
3072,Martin B. Einhorn
3072,Leopoldo A. Pando Zayas
3073,J.J. van der Bij
3073,Eugen Radu
3074,Graham G. Ross
3074,Ian I. Kogan
3075,Leonard Susskind
3075,Nicolaos Toumbas
3075,John McGreevy
3076,John Terning
3076,Csaba Csaki
3076,Timothy J. Hollowood
3076,Joshua Erlich
3077,Satish D. Joglekar
3078,R. Sauser
3078,J.-P. Derendinger
3079,Jan Rafelski
3079,Ludwik Turko
3080,Markus Lazar
3080,Bodo Geyer
3081,Andreas Wipf
3081,Mikhail S. Volkov
3082,Dae Sung Hwang
3082,Stanley J. Brodsky
3082,Bo-Qiang Ma
3082,Ivan Schmidt
3083,H. Garcia-Compean
3083,O. Obregon
3083,C. Ramirez
3084,S.P. Gavrilov
3084,D.M. Gitman
3084,A.E.
3085,Yang-Hui He
3085,Bo Feng
3085,Amihay Hanany
3086,Damien A. Easson
3087,Emili Bagan
3087,Martin Lavelle
3087,David McMullan
3088,Marcello B. Silva Neto
3089,L.P. Colatto
3090,Uwe Trittmann
3091,O. Abe
